0	bene	bene	1
921	bologna	_	0
922	per	_	0
923	studiare	_	0
924	che	_	0
925	è	_	0
926	l'unico	_	0
927	modo	_	0
928	è	_	0
929	l'unico	_	0
930	modo	_	0
931	è	_	0
932	l'unico	_	0
933	modo	_	0
934	sì	_	0
935	sì	_	0
936	perché	_	0
937	dove	_	0
938	abitavo	_	0
939	io	_	0
940	prima	_	0
941	non	_	0
942	in	_	0
943	specifico	_	0
944	però	_	0
945	in	_	0
946	centro	_	0
947	bologna	_	0
948	che	_	0
949	è	_	0
950	il	_	0
951	morto	_	0
952	proprietario	_	0
953	poi	_	0
954	il	_	0
955	fili	_	0
956	hanno	_	0
957	venduto	_	0
958	l'appartamento	_	0
959	da	_	0
960	una	_	0
961	persona	_	0
962	che	_	0
963	da	_	0
964	salerno	_	0
965	che	_	0
966	lui	_	0
967	ha	_	0
968	comprato	_	0
969	per	_	0
970	il	_	0
971	suo	_	0
972	fili	_	0
973	che	_	0
974	devono	_	0
975	venire	_	0
976	e	_	0
977	studiare	_	0
978	in	_	0
979	bologna	_	0
980	in	_	0
981	università	_	0
982	di	_	0
983	bologna	_	0
984	allora	_	0
985	dopo	_	0
986	quando	_	0
987	c'è	_	0
988	il	_	0
989	tempo	_	0
990	cioè	_	0
991	io	_	0
992	devo	_	0
993	lasciare	_	0
994	casa	_	0
995	ho	_	0
996	cercato	_	0
997	due	_	0
998	anni	_	0
999	in	_	0
1000	bologna	_	0
1001	c'è	_	0
1002	ancora	_	0
1003	e	_	0
1004	sto	_	0
1005	cercando	_	0
1006	altri	_	0
1007	due	_	0
1008	anni	_	0
1009	come	_	0
1010	matto	_	0
1011	che	_	0
1012	non	_	0
1013	lo	_	0
1014	trovo	_	0
1015	appartamento	_	0
1016	in	_	0
1017	bologna	_	0
1018	allora	_	0
1019	ho	_	0
1020	trasferito	_	0
1021	valsamozio	_	0
1022	ok	_	0
1023	beh	_	0
1024	da	_	0
1025	20	_	0
1026	km	_	0
1027	lo	_	0
1028	faccio	_	0
1029	ogni	_	0
1030	giorno	_	0
1031	avanti	_	0
1032	indietro	_	0
1033	se	_	0
1034	vado	_	0
1035	il	_	0
1036	treno	_	0
1037	con	_	0
1038	il	_	0
1039	tutto	_	0
1040	traffico	_	0
1041	ci	_	0
1042	vuole	_	0
1043	un'ora	_	0
1044	e	_	0
1045	mezza	_	0
1046	ma	_	0
1047	ma	_	0
1048	così	_	0
1049	tanto	_	0
1050	eh	_	0
1051	così	_	0
1052	tanto	_	0
1053	perché	_	0
1054	la	_	0
1055	mattina	_	0
1056	alle	_	0
1057	9	_	0
1058	ci	_	0
1059	sono	_	0
1060	bel	_	0
1061	traffico	_	0
1062	dalle	_	0
1063	8	_	0
1064	per	_	0
1065	arrivare	_	0
1066	qui	_	0
1067	ci	_	0
1068	vuole	_	0
1069	un'ora	_	0
1070	proprio	_	0
1071	quindi	_	0
1072	come	_	0
1073	ti	_	0
1074	sposti	_	0
1075	per	_	0
1076	venire	_	0
1077	comunque	_	0
1078	in	_	0
1079	macchina	_	0
1080	beh	_	0
1081	sì	_	0
1082	sì	_	0
1083	alla	_	0
1084	fine	_	0
1085	con	_	0
1086	la	_	0
1087	macchina	_	0
1088	un'ora	_	0
1089	un'ora	_	0
1090	e	_	0
1091	mezza	_	0
1092	la	_	0
1093	mattina	_	0
1094	se	_	0
1095	vengo	_	0
1096	il	_	0
1097	treno	_	0
1098	devo	_	0
1099	alzare	_	0
1100	alle	_	0
1101	6	_	0
1102	sei	_	0
1103	e	_	0
1104	mezza	_	0
1105	per	_	0
1106	aprire	_	0
1107	il	_	0
1108	negozio	_	0
1109	alle	_	0
1110	9	_	0
1111	allora	_	0
1112	poi	_	0
1113	però	_	0
1114	se	_	0
1115	prendi	_	0
1116	la	_	0
1117	macchina	_	0
1118	come	_	0
1119	fai	_	0
1120	qui	_	0
1121	a	_	0
1122	parcheggiare	_	0
1123	in	_	0
1124	centro	_	0
1125	eh	_	0
1126	a	_	0
1127	parcheggiare	_	0
1128	devi	_	0
1129	comprare	_	0
1130	abbonamenti	_	0
1131	così	_	0
1132	che	_	0
1133	in	_	0
1134	giro	_	0
1135	ti	_	0
1136	trovi	_	0
1137	non	_	0
1138	è	_	0
1139	che	_	0
1140	non	_	0
1141	trovi	_	0
1142	trovi	_	0
1143	però	_	0
1144	è	_	0
1145	difficile	_	0
1146	cioè	_	0
1147	quindi	_	0
1148	c'è	_	0
1149	tipo	_	0
1150	un	_	0
1151	abbonamento	_	0
1152	e	_	0
1153	puoi	_	0
1154	si	_	0
1155	entrare	_	0
1156	in	_	0
1157	centro	_	0
1158	con	_	0
1159	la	_	0
1160	macchina	_	0
1161	si	_	0
1162	apparcheggiare	_	0
1163	beh	_	0
1164	no	_	0
1165	perché	_	0
1166	abbonamento	_	0
1167	è	_	0
1168	dato	_	0
1169	soltanto	_	0
1170	il	_	0
1171	parcheggio	_	0
1172	perché	_	0
1173	come	_	0
1174	io	_	0
1175	ho	_	0
1176	un	_	0
1177	negozio	_	0
1178	vado	_	0
1179	lo	_	0
1180	faccio	_	0
1181	già	_	0
1182	puoi	_	0
1183	già	_	0
1184	entrare	_	0
1185	sì	_	0
1186	entrata	_	0
1187	mi	_	0
1188	danno	_	0
1189	poi	_	0
1190	il	_	0
1191	parcheggio	_	0
1192	no	_	0
1193	il	_	0
1194	parcheggio	_	0
1195	devo	_	0
1196	pagare	_	0
1197	allora	_	0
1198	quando	_	0
1199	vengo	_	0
1200	vicino	_	0
1201	dove	_	0
1202	l'ho	_	0
1203	vieto	_	0
1204	che	_	0
1205	no	_	0
1206	ci	_	0
1207	sono	_	0
1208	5-6	_	0
1209	minuti	_	0
1210	10	_	0
1211	minuti	_	0
1212	di	_	0
1213	camminata	_	0
1214	allora	_	0
1215	io	_	0
1216	parcheggio	_	0
1217	subito	subito	1
1218	e	_	0
1219	sì	_	0
1220	sì	_	0
1221	sì	_	0
1222	io	_	0
1223	non	_	0
1224	ho	_	0
1225	la	_	0
1226	macchina	_	0
1227	perché	_	0
1228	sì	_	0
1229	ma	_	0
1230	guarda	_	0
1231	che	_	0
1232	in	_	0
1233	centro	_	0
1234	ha	_	0
1235	anche	_	0
1236	un	_	0
1237	altro	_	0
1238	problema	_	0
1239	del	_	0
1240	parcheggio	_	0
1241	che	_	0
1242	non	_	0
1243	si	_	0
1244	trova	_	0
1245	non	_	0
1246	si	_	0
1247	trova	_	0
1248	però	_	0
1249	alla	_	0
1250	fine	_	0
1251	la	_	0
1252	soluzione	_	0
1253	migliore	_	0
1254	è	_	0
1255	venire	_	0
1256	in	_	0
1257	macchina	_	0
1258	comunque	_	0
1259	beh	_	0
1260	sì	_	0
1261	anche	_	0
1262	il	_	0
1263	treno	_	0
1264	anche	_	0
1265	il	_	0
1266	treno	_	0
1267	anche	_	0
1268	il	_	0
1269	treno	_	0
1270	almeno	_	0
1271	c'è	_	0
1272	diciamo	_	0
1273	sì	_	0
1274	no	_	0
1275	guarda	_	0
1276	che	_	0
1277	il	_	0
1278	transporte	_	0
1279	ci	_	0
1280	sono	_	0
1281	soltanto	_	0
1282	che	_	0
1283	no	_	0
1284	un	_	0
1285	altro	_	0
1286	problema	_	0
1287	è	_	0
1288	iniziato	_	0
1289	dopo	_	0
1290	quando	_	0
1291	ho	_	0
1292	fatto	_	0
1293	il	_	0
1294	limite	_	0
1295	di	_	0
1296	30	_	0
1297	perché	_	0
1298	la	_	0
1299	macchina	_	0
1300	la	_	0
1301	peggiora	_	0
1302	è	_	0
1303	il	_	0
1304	limite	_	0
1305	di	_	0
1306	sicurezza	_	0
1307	guarda	_	0
1308	che	_	0
1309	la	_	0
1310	macchina	_	0
1311	cioè	_	0
1312	nessuno	_	0
1313	non	_	0
1314	si	_	0
1315	muove	_	0
1316	esempio	_	0
1317	da	_	0
1318	ceretolo	_	0
1319	se	_	0
1320	facciamo	_	0
1321	fino	_	0
1322	a	_	0
1323	centro	_	0
1324	san	_	0
1325	vitale	_	0
1326	facciamo	_	0
1327	così	_	0
1328	ci	_	0
1329	vuole	_	0
1330	un'ora	_	0
1331	ma	_	0
1332	è	_	0
1333	cambiata	_	0
1334	con	_	0
1335	bologna	_	0
1336	30	_	0
1337	o	_	0
1338	ci	_	0
1339	voleva	_	0
1340	lo	_	0
1341	stesso	_	0
1342	un'ora	_	0
1343	prima	_	0
1344	no	_	0
1345	e	_	0
1346	guarda	_	0
1347	che	_	0
1348	prima	_	0
1349	la	_	0
1350	macchina	_	0
1351	almeno	_	0
1352	si	_	0
1353	camminava	_	0
1354	adesso	_	0
1355	guarda	_	0
1356	che	_	0
1357	ferma	_	0
1358	tutti	_	0
1359	bloccati	_	0
1360	le	_	0
1361	ordine	_	0
1362	che	_	0
1363	noi	_	0
1364	facciamo	_	0
1365	il	_	0
1366	corriere	_	0
1367	dice	_	0
1368	guarda	_	0
1369	che	_	0
1370	per	_	0
1371	non	_	0
1372	riusciamo	_	0
1373	a	_	0
1374	fare	_	0
1375	la	_	0
1376	consegna	_	0
1377	è	_	0
1378	il	_	0
1379	limite	_	0
1380	della	_	0
1381	velocità	_	0
1382	che	_	0
1383	noi	_	0
1384	abbiamo	_	0
1385	una	_	0
1386	cioè	_	0
1387	proprio	_	0
1388	ci	_	0
1389	sono	_	0
1390	coda	_	0
1391	da	_	0
1392	fare	_	0
1393	che	_	0
1394	quando	_	0
1395	finisce	_	0
1396	il	_	0
1397	tuo	_	0
1398	è	_	0
1399	coda	_	0
1400	quando	_	0
1401	arriva	_	0
1402	noi	_	0
1403	abbiamo	_	0
1404	il	_	0
1405	limite	_	0
1406	della	_	0
1407	velocità	_	0
1408	sì	_	0
1409	sì	_	0
1410	sì	_	0
1411	ma	_	0
1412	ho	_	0
1413	sentito	_	0
1414	molte	_	0
1415	lamenti	_	0
1416	assolutamente	_	0
1417	hanno	_	0
1418	fatto	_	0
1419	anche	_	0
1420	delle	_	0
1421	proteste	_	0
1422	degli	_	0
1423	guarda	_	0
1424	che	_	0
1425	prima	_	0
1426	da	_	0
1427	fare	_	0
1428	è	_	0
1429	una	_	0
1430	cosa	_	0
1431	che	_	0
1432	tu	_	0
