0	bene	bene	1
890	appartamento	appartamento	1
891	per	per	1
892	il	il	1
893	fili	fili	1
894	per	per	1
895	mandare	mandare	1
896	in	in	1
897	bologna	bologna	1
898	per	per	1
899	studiare	studiare	1
900	che	che	1
901	è	è	1
902	_	l'	0
903	l'unico	_	0
904	_	unico	0
905	modo	modo	1
906	è	è	1
907	_	l'	0
908	l'unico	_	0
909	_	unico	0
910	modo	modo	1
911	è	è	1
912	_	l'	0
913	l'unico	_	0
914	_	unico	0
915	modo	modo	1
916	sì	sì	1
917	sì	sì	1
918	perché	perché	1
919	dove	dove	1
920	abitavo	abitavo	1
921	io	io	1
922	prima	prima	1
923	non	non	1
924	in	in	1
925	specifico	specifico	1
926	però	però	1
927	in	in	1
928	centro	centro	1
929	bologna	bologna	1
930	che	che	1
931	è	è	1
932	il	il	1
933	morto	morto	1
934	proprietario	proprietario	1
935	poi	poi	1
936	il	il	1
937	fili	fili	1
938	hanno	hanno	1
939	venduto	venduto	1
940	_	l'	0
941	l'appartamento	_	0
942	_	appartamento	0
943	da	da	1
944	una	una	1
945	persona	persona	1
946	che	che	1
947	da	da	1
948	salerno	salerno	1
949	che	che	1
950	lui	lui	1
951	ha	ha	1
952	comprato	comprato	1
953	per	per	1
954	il	il	1
955	suo	suo	1
956	fili	fili	1
957	che	che	1
958	devono	devono	1
959	venire	venire	1
960	e	e	1
961	studiare	studiare	1
962	in	in	1
963	bologna	bologna	1
964	in	in	1
965	università	università	1
966	di	di	1
967	bologna	bologna	1
968	allora	allora	1
969	dopo	dopo	1
970	quando	quando	1
971	_	c'	0
972	c'è	_	0
973	_	è	0
974	il	il	1
975	tempo	tempo	1
976	cioè	cioè	1
977	io	io	1
978	devo	devo	1
979	lasciare	lasciare	1
980	casa	casa	1
981	ho	ho	1
982	cercato	cercato	1
983	due	due	1
984	anni	anni	1
985	in	in	1
986	bologna	bologna	1
987	_	c'	0
988	c'è	_	0
989	_	è	0
990	ancora	ancora	1
991	e	e	1
992	sto	sto	1
993	cercando	cercando	1
994	altri	altri	1
995	due	due	1
996	anni	anni	1
997	come	come	1
998	matto	matto	1
999	che	che	1
1000	non	non	1
1001	lo	lo	1
1002	trovo	trovo	1
1003	appartamento	appartamento	1
1004	in	in	1
1005	bologna	bologna	1
1006	allora	allora	1
1007	ho	ho	1
1008	trasferito	trasferito	1
1009	valsamozio	valsamozio	1
1010	ok	ok	1
1011	beh	beh	1
1012	da	da	1
1013	20	_	0
1014	_	venti	0
1015	km	km	1
1016	lo	lo	1
1017	faccio	faccio	1
1018	ogni	ogni	1
1019	giorno	giorno	1
1020	avanti	avanti	1
1021	indietro	indietro	1
1022	se	se	1
1023	vado	vado	1
1024	il	il	1
1025	treno	treno	1
1026	con	con	1
1027	il	il	1
1028	tutto	tutto	1
1029	traffico	traffico	1
1030	ci	ci	1
1031	vuole	vuole	1
1032	_	un'	0
1033	un'ora	_	0
1034	_	ora	0
1035	e	e	1
1036	mezza	mezza	1
1037	ma	ma	1
1038	ma	ma	1
1039	così	così	1
1040	tanto	tanto	1
1041	eh	eh	1
1042	così	così	1
1043	tanto	tanto	1
1044	perché	perché	1
1045	la	la	1
1046	mattina	mattina	1
1047	alle	alle	1
1048	9	_	0
1049	_	nove	0
1050	ci	ci	1
1051	sono	sono	1
1052	bel	bel	1
1053	traffico	traffico	1
1054	dalle	dalle	1
1055	8	_	0
1056	_	otto	0
1057	per	per	1
1058	arrivare	arrivare	1
1059	qui	qui	1
1060	ci	ci	1
1061	vuole	vuole	1
1062	_	un'	0
1063	un'ora	_	0
1064	_	ora	0
1065	proprio	proprio	1
1066	quindi	quindi	1
1067	come	come	1
1068	ti	ti	1
1069	sposti	sposti	1
1070	per	per	1
1071	venire	venire	1
1072	comunque	comunque	1
1073	in	in	1
1074	macchina	macchina	1
1075	beh	beh	1
1076	sì	sì	1
1077	sì	sì	1
1078	alla	alla	1
1079	fine	fine	1
1080	con	con	1
1081	la	la	1
1082	macchina	macchina	1
1083	_	un'	0
1084	_	ora	0
1085	un'ora	_	0
1086	_	un'	0
1087	un'ora	_	0
1088	_	ora	0
1089	e	e	1
1090	mezza	mezza	1
1091	la	la	1
1092	mattina	mattina	1
1093	se	se	1
1094	vengo	vengo	1
1095	il	il	1
1096	treno	treno	1
1097	devo	devo	1
1098	alzare	alzare	1
1099	alle	alle	1
1100	6	_	0
1101	_	sei	0
1102	sei	sei	1
1103	e	e	1
1104	mezza	mezza	1
1105	per	per	1
1106	aprire	aprire	1
1107	il	il	1
1108	negozio	negozio	1
1109	alle	alle	1
1110	9	_	0
1111	_	nove	0
1112	allora	allora	1
1113	poi	poi	1
1114	però	però	1
1115	se	se	1
1116	prendi	prendi	1
1117	la	la	1
1118	macchina	macchina	1
1119	come	come	1
1120	fai	fai	1
1121	qui	qui	1
1122	a	a	1
1123	parcheggiare	parcheggiare	1
1124	in	in	1
1125	centro	centro	1
1126	eh	eh	1
1127	a	a	1
1128	parcheggiare	parcheggiare	1
1129	devi	devi	1
1130	comprare	comprare	1
1131	abbonamenti	abbonamenti	1
1132	così	così	1
1133	che	che	1
1134	in	in	1
1135	giro	giro	1
1136	ti	ti	1
1137	trovi	trovi	1
1138	non	non	1
1139	è	è	1
1140	che	che	1
1141	non	non	1
1142	trovi	trovi	1
1143	trovi	trovi	1
1144	però	però	1
1145	è	è	1
1146	difficile	difficile	1
1147	cioè	cioè	1
1148	quindi	quindi	1
1149	_	c'	0
1150	c'è	_	0
1151	_	è	0
1152	tipo	tipo	1
1153	un	un	1
1154	abbonamento	abbonamento	1
1155	e	e	1
1156	puoi	puoi	1
1157	si	si	1
1158	entrare	entrare	1
1159	in	in	1
1160	centro	centro	1
1161	con	con	1
1162	la	la	1
1163	macchina	macchina	1
1164	si	si	1
1165	apparcheggiare	apparcheggiare	1
1166	beh	beh	1
1167	no	no	1
1168	perché	perché	1
1169	abbonamento	abbonamento	1
1170	è	è	1
1171	dato	dato	1
1172	soltanto	soltanto	1
1173	il	il	1
1174	parcheggio	parcheggio	1
1175	perché	perché	1
1176	come	come	1
1177	io	io	1
1178	ho	ho	1
1179	un	un	1
1180	negozio	negozio	1
1181	vado	vado	1
1182	lo	lo	1
1183	faccio	faccio	1
1184	già	già	1
1185	puoi	puoi	1
1186	già	già	1
1187	entrare	entrare	1
1188	sì	sì	1
1189	entrata	entrata	1
1190	mi	mi	1
1191	danno	danno	1
1192	poi	poi	1
1193	il	il	1
1194	parcheggio	parcheggio	1
1195	no	no	1
1196	il	il	1
1197	parcheggio	parcheggio	1
1198	devo	devo	1
1199	pagare	pagare	1
1200	allora	allora	1
1201	quando	quando	1
1202	vengo	vengo	1
1203	vicino	vicino	1
1204	dove	dove	1
1205	_	l'	0
1206	l'ho	_	0
1207	_	ho	0
1208	vieto	vieto	1
1209	che	che	1
1210	no	no	1
1211	ci	ci	1
1212	sono	sono	1
1213	5-6	_	0
1214	_	cinque-sei	0
1215	minuti	minuti	1
1216	10	_	0
1217	_	dieci	0
1218	minuti	minuti	1
1219	di	di	1
1220	camminata	camminata	1
1221	allora	allora	1
1222	io	io	1
1223	parcheggio	parcheggio	1
1224	subito	subito	1
1225	e	e	1
1226	sì	sì	1
1227	sì	sì	1
1228	sì	sì	1
1229	io	io	1
1230	non	non	1
1231	ho	ho	1
1232	la	la	1
1233	macchina	macchina	1
1234	perché	perché	1
1235	sì	sì	1
1236	ma	ma	1
1237	guarda	guarda	1
1238	che	che	1
1239	in	in	1
1240	centro	centro	1
1241	ha	ha	1
1242	anche	anche	1
1243	un	un	1
1244	altro	altro	1
1245	problema	problema	1
1246	del	del	1
1247	parcheggio	parcheggio	1
1248	che	che	1
1249	non	non	1
1250	si	si	1
1251	trova	trova	1
1252	non	non	1
1253	si	si	1
1254	trova	trova	1
1255	però	però	1
1256	alla	alla	1
1257	fine	fine	1
1258	la	la	1
1259	soluzione	soluzione	1
1260	migliore	migliore	1
1261	è	è	1
1262	venire	venire	1
1263	in	in	1
1264	macchina	macchina	1
1265	comunque	comunque	1
1266	beh	beh	1
1267	sì	sì	1
1268	anche	anche	1
1269	il	il	1
1270	treno	treno	1
1271	anche	anche	1
1272	il	il	1
1273	treno	treno	1
1274	anche	anche	1
1275	il	il	1
1276	treno	treno	1
1277	almeno	almeno	1
1278	_	c'	0
1279	c'è	_	0
1280	_	è	0
1281	diciamo	diciamo	1
1282	sì	sì	1
1283	no	no	1
1284	guarda	guarda	1
1285	che	che	1
1286	il	il	1
1287	transporte	transporte	1
1288	ci	ci	1
1289	sono	sono	1
1290	soltanto	soltanto	1
1291	che	che	1
1292	no	no	1
1293	un	un	1
1294	altro	altro	1
1295	problema	problema	1
1296	è	è	1
1297	iniziato	iniziato	1
1298	dopo	dopo	1
1299	quando	quando	1
1300	ho	ho	1
1301	fatto	fatto	1
1302	il	il	1
1303	limite	limite	1
1304	di	di	1
1305	30	_	0
1306	_	trenta	0
1307	perché	perché	1
1308	la	la	1
1309	macchina	macchina	1
1310	la	la	1
1311	peggiora	peggiora	1
1312	è	è	1
1313	il	il	1
1314	limite	limite	1
1315	di	di	1
1316	sicurezza	sicurezza	1
1317	guarda	guarda	1
1318	che	che	1
1319	la	la	1
1320	macchina	macchina	1
1321	cioè	cioè	1
1322	nessuno	nessuno	1
1323	non	non	1
1324	si	si	1
1325	muove	muove	1
1326	esempio	esempio	1
1327	da	da	1
1328	ceretolo	ceretolo	1
1329	se	se	1
1330	facciamo	facciamo	1
1331	fino	fino	1
1332	a	a	1
1333	centro	centro	1
1334	san	san	1
1335	vitale	vitale	1
1336	facciamo	facciamo	1
1337	così	così	1
1338	ci	ci	1
1339	vuole	vuole	1
1340	_	un'	0
1341	un'ora	_	0
1342	_	ora	0
1343	ma	ma	1
1344	è	è	1
1345	cambiata	cambiata	1
1346	con	con	1
1347	bologna	bologna	1
1348	30	_	0
1349	_	trenta	0
1350	o	o	1
1351	ci	ci	1
1352	voleva	voleva	1
1353	lo	lo	1
1354	stesso	stesso	1
1355	_	un'	0
1356	un'ora	_	0
1357	_	ora	0
1358	prima	prima	1
1359	no	no	1
1360	e	e	1
1361	guarda	guarda	1
1362	che	che	1
