0	bene	bene	1
155	abbastanza	abbastanza	1
156	cioè	cioè	1
157	loro	loro	1
158	non	non	1
159	_	mh	0
160	loro	loro	1
161	sono	sono	1
162	bravi	_	0
163	_	bravi'	0
164	ma	ma	1
165	non	non	1
166	sono	sono	1
167	bravi	bravi	1
168	per	per	1
169	rispondere	rispondere	1
170	a	a	1
171	un	un	1
172	sacco	sacco	1
173	di	di	1
174	domande	domande	1
175	che	che	1
176	anche	anche	1
177	non	non	1
178	sono	sono	1
179	bravi	bravi	1
180	_	mh	0
181	in	in	1
182	italiano	italiano	1
183	proprio	proprio	1
184	per	per	1
185	parole	parole	1
186	ok	ok	1
187	quindi	quindi	1
188	_	forse	0
189	forse	forse	1
190	il	il	1
191	problema	problema	1
192	era	era	1
193	quello	quello	1
194	non	non	1
195	abbiamo	abbiamo	1
196	capito	capito	1
197	se	se	1
198	erano	erano	1
199	preoccupati	preoccupati	1
200	perché	perché	1
201	_	sì	0
202	no	no	1
203	non	non	1
204	sono	_	0
205	_	so-	0
206	non	non	1
207	è	è	1
208	preoccupati	preoccupati	1
209	però	però	1
210	_	eh	0
211	lo	lo	1
212	sai	sai	1
213	che	che	1
214	quando	quando	1
215	qualcuno	qualcuno	1
216	che	che	1
217	_	mh	0
218	non	non	1
219	capisce	capisce	1
220	cosa	cosa	1
221	è	è	1
222	la	la	1
223	domanda	domanda	1
224	_	mh	0
225	_	mh	0
226	e	e	1
227	quale	quale	1
228	che	che	1
229	è	è	1
230	la	la	1
231	risposta	_	0
232	_	ri-risposta	0
233	che	che	1
234	sta	sta	1
235	facendo	facendo	1
236	in	in	1
237	_	un'	0
238	un'altra	_	0
239	_	altra	0
240	lingua	lingua	1
241	che	che	1
242	lui	lui	1
243	non	non	1
244	è	è	1
245	abbastanza	abbastanza	1
246	_	brava	0
247	allora	allora	1
248	è	è	1
249	un	_	0
250	_	una	0
251	problema	problema	1
252	_	per-	0
253	perciò	perciò	1
254	che	che	1
255	è	è	1
256	una	una	1
257	persona	persona	1
258	no	no	1
259	_	mh	0
260	_	mh	0
261	_	mh	0
262	_	mh	0
263	_	mh	0
264	_	mh	0
265	sì	sì	1
266	_	forse	0
267	_	cioè	0
268	_	ecco	0
269	_	perciò	0
270	_	che	0
271	forse	forse	1
272	è	è	1
273	stato	stato	1
274	per	per	1
275	quello	quello	1
276	_	sì	0
277	e	e	1
278	stamattina	stamattina	1
279	noi	noi	1
280	siamo	siamo	1
281	andati	_	0
282	_	andate	0
283	in	in	1
284	_	zona	0
285	praticamente	praticamente	1
286	tutti	tutti	1
287	i	i	1
288	negozi	negozi	1
289	di	di	1
290	via	via	1
291	san	san	1
292	vitale	vitale	1
293	a	a	1
294	chiedere	chiedere	1
295	sì	sì	1
296	nessuno	nessuno	1
297	che	che	1
298	non	non	1
299	ti	ti	1
300	ha	ha	1
301	detto	detto	1
302	che	che	1
303	_	c'	0
304	c'è	_	0
305	_	è	0
306	sì	sì	1
307	perché	perché	1
308	hanno	hanno	1
309	paura	paura	1
310	_	per	0
311	perché	perché	1
312	non	non	1
313	si	si	1
314	sa	sa	1
315	cosa	cosa	1
316	succederà	succederà	1
317	dopo	dopo	1
318	_	mh	0
319	_	mh	0
320	_	mh	0
321	infatti	infatti	1
322	sì	sì	1
323	quindi	quindi	1
324	vabbè	vabbè	1
325	ma	ma	1
326	noi	noi	1
327	abbiamo	abbiamo	1
328	provato	provato	1
329	ovviamente	ovviamente	1
330	_	sì	0
331	assolutamente	assolutamente	1
332	e	_	0
333	_	emh	0
334	invece	invece	1
335	_	{P}	0
336	tu	tu	1
337	vivi	vivi	1
338	in	in	1
339	italia	italia	1
340	da	da	1
341	sempre	sempre	1
342	da	da	1
343	alcuni	alcuni	1
344	anni	anni	1
345	_	assolutamente	0
346	no	no	1
347	non	non	1
348	è	è	1
349	che	che	1
350	da	da	1
351	sempre	sempre	1
352	sì	sì	1
353	da	da	1
354	circa	circa	1
355	15	_	0
356	_	quindici	0
357	anni	anni	1
358	già	già	1
359	passato	passato	1
360	_	okay	0
361	_	okay	0
362	beh	beh	1
363	comunque	comunque	1
364	_	eh	0
365	_	parli	0
366	_	beni-	0
367	parli	parli	1
368	benissimo	benissimo	1
369	_	{ride}	0
370	_	sì	0
371	beh	beh	1
372	15	_	0
373	_	quindici	0
374	anni	anni	1
375	eh	eh	1
376	non	non	1
377	sono	sono	1
378	sì	sì	1
379	è	è	1
380	già	già	1
381	passata	passata	1
382	proprio	proprio	1
383	un	un	1
384	sé	sé	1
385	o	o	1
386	più	più	1
387	di	di	1
388	un	un	1
389	secolo	secolo	1
390	_	mh	0
391	ma	ma	1
392	_	{P}	0
393	hai	hai	1
394	studiato	studiato	1
395	da	da	1
396	solo	solo	1
397	no	no	1
398	non	non	1
399	è	è	1
400	che	che	1
401	hai	hai	1
402	studiato	studiato	1
403	da	da	1
404	solo	solo	1
405	che	che	1
406	ho	ho	1
407	fatto	fatto	1
408	anche	anche	1
409	superiore	superiore	1
410	qui	qui	1
411	ah	ah	1
412	ok	ok	1
413	quindi	quindi	1
414	_	sei-	0
415	sei	sei	1
416	giovanissimo	giovanissimo	1
417	sì	sì	1
418	giovanissimo	giovanissimo	1
419	perché	perché	1
420	io	io	1
421	_	{P}	0
422	non	non	1
423	voglio	voglio	1
424	chiedere	chiedere	1
425	che	_	0
426	_	l'	0
427	sta	_	0
428	_	età	0
429	perché	perché	1
430	non	non	1
431	_	giusto	0
432	no	no	1
433	no	no	1
434	assolutamente	assolutamente	1
435	non	non	1
436	deve	deve	1
437	chiedere	chiedere	1
438	però	però	1
439	sei	sei	1
440	andato	andato	1
441	a	a	1
442	scuola	scuola	1
443	qui	qui	1
444	quindi	quindi	1
445	sì	sì	1
446	che	che	1
447	scuola	scuola	1
448	hai	hai	1
449	fatto	fatto	1
450	perché	perché	1
451	_	anch'	0
452	anch'io	_	0
453	_	io	0
454	sono	sono	1
455	andata	andata	1
456	a	a	1
457	scuola	scuola	1
458	qui	qui	1
459	un	un	1
460	po'	po'	1
461	di	di	1
462	anni	anni	1
463	fa	fa	1
464	ma	ma	1
465	esattamente	esattamente	1
466	primo	primo	1
467	eh	eh	1
468	ho	ho	1
469	andato	andato	1
470	il	il	1
471	manfredi	manfredi	1
472	tanari	tanari	1
473	ok	_	0
474	_	okay	0
475	che	che	1
476	per	per	1
477	la	la	1
478	lingua	lingua	1
479	che	che	1
480	non	non	1
481	ho	ho	1
482	riuscito	riuscito	1
483	a	a	1
484	passare	passare	1
485	e	e	1
486	poi	poi	1
487	_	eh	0
488	ci	ci	1
489	avevo	avevo	1
490	trasferito	trasferito	1
491	in	in	1
492	fioravanti	fioravanti	1
493	ok	ok	1
494	adesso	adesso	1
495	è	è	1
496	vellosi	vellosi	1
497	fioravanti	fioravanti	1
498	_	mh	0
499	_	mh	0
500	no	no	1
501	quando	quando	1
502	ero	ero	1
503	fatto	fatto	1
504	era	era	1
505	solo	solo	1
506	il	il	1
507	fioravanti	fioravanti	1
508	_	mh	0
509	_	mh	0
510	ok	ok	1
511	e	e	1
512	che	che	1
513	indirizzo	indirizzo	1
514	ha	ha	1
515	che	che	1
516	non	non	1
517	lo	lo	1
518	so	so	1
519	no	no	1
520	era	era	1
521	_	boh	0
522	_	cioè	0
523	adesso	adesso	1
524	mi	mi	1
525	sembrava	sembrava	1
526	di	di	1
527	casalecchio	casalecchio	1
528	ok	_	0
529	ok	ok	1
530	ok	ok	1
531	vellosi	_	0
532	fioravanti	_	0
533	ok	ok	1
534	ok	ok	1
535	ok	ok	1
536	ho	ho	1
537	capito	capito	1
538	_	vellosi	0
539	_	fioravanti	0
540	e	e	1
541	_	che	0
542	che	che	1
543	cosa	cosa	1
544	si	si	1
545	studia	studia	1
546	_	al	0
547	_	bennuzzi	0
548	_	sì	0
549	_	tecnico	0
550	tecnico	tecnico	1
551	tecnico	tecnico	1
552	e	e	1
553	_	di	0
554	_	e-	0
555	elettrica	_	0
556	_	elettrico	0
557	elettronica	elettronica	1
558	informatica	informatica	1
559	_	professionale	0
560	no	no	1
561	_	eh	0
562	là	là	1
563	ero	ero	1
564	no	no	1
565	sì	sì	1
566	perché	perché	1
567	ci	ci	1
568	sono	sono	1
569	di	di	1
570	informatica	informatica	1
571	_	eh	0
572	meccanica	meccanica	1
573	e	e	1
574	idraulica	idraulica	1
575	con	con	1
576	auto-meccanica	auto-meccanica	1
577	_	mh	0
578	_	mh	0
579	ok	ok	1
580	e	_	0
581	quando	_	0
582	_	è	0
583	hai	_	0
584	_	fatta	0
585	fatto	_	0
586	_	ele-	0
587	cioè	cioè	1
588	auto-meccanico	auto-meccanico	1
589	con	con	1
590	idraulica	idraulica	1
591	_	mh	0
592	_	mh	0
593	e	e	1
594	quando	quando	1
595	hai	hai	1
596	finito	finito	1
597	di	di	1
598	studiare	studiare	1
599	sei	sei	1
600	venuto	venuto	1
601	a	a	1
602	lavorare	lavorare	1
603	no	no	1
604	ero	ero	1
605	cercato	cercato	1
606	il	il	1
607	lavoro	lavoro	1
608	che	che	1
609	di	di	1
610	varie	varie	1
611	parti	parti	1
612	_	dell'	0
613	dell'officina	_	0
614	_	officina	0
615	per	per	1
616	oficina	oficina	1
617	di	di	1
618	auto	auto	1
619	assolutamente	assolutamente	1
620	non	non	1
621	il	il	1
622	moto	moto	1
623	era	era	1
624	officina	officina	1
625	di	di	1
626	auto	auto	1
627	_	mh	0
628	_	mh	0
629	_	mh	0
630	_	mh	0
631	però	però	1
632	_	eh	0
633	visto	visto	1
634	che	che	1
635	il	il	1
636	settore	settore	1
637	ci	ci	1
638	sono	sono	1
639	un	un	1
640	sacco	sacco	1
641	di	di	1
642	lavoro	lavoro	1
643	però	però	1
644	_	eh	0
645	non	non	1
646	ho	ho	1
647	trovato	trovato	1
648	il	il	1
649	punto	punto	1
650	come	come	1
651	ero	ero	1
652	cercavo	cercavo	1
653	poi	poi	1
654	ho	ho	1
655	_	ri-	0
656	cercato	cercato	1
657	_	d'	0
658	d'altra	_	0
659	_	altra	0
660	parte	parte	1
661	dove	dove	1
662	ho	ho	1
663	trovato	trovato	1
664	_	c'	0
665	c'è	_	0
666	_	è	0
667	rientrato	rientrato	1
668	perché	perché	1
669	in	in	1
670	lavorare	lavorare	1
671	_	sì	0
672	_	sì	0
673	_	sì	0
674	_	certamente	0
675	_	è	0
676	_	importante	0
677	_	sì	0
678	sì	sì	1
679	sì	sì	1
680	sì	sì	1
681	e	e	1
682	quindi	quindi	1
683	vivere	vivere	1
684	a	a	1
685	bologna	bologna	1
686	ti	ti	1
687	piace	piace	1
688	assolutamente	assolutamente	1
689	assolutamente	assolutamente	1
690	ma	ma	1
691	il	il	1
692	problema	problema	1
693	è	è	1
694	che	che	1
695	non	non	1
696	trovi	_	0
697	_	tr-trovi	0
698	a	a	1
699	casa	casa	1
700	in	in	1
701	bologna	bologna	1
702	_	ce	0
703	_	lo	0
704	_	sta-	0
705	è	è	1
706	una	una	1
707	fondamentale	fondamentale	1
708	ce	ce	1
709	lo	lo	1
710	stanno	stanno	1
711	dicendo	dicendo	1
712	_	tutti	0
713	tu	_	0
714	_	{ride}	0
715	non	non	1
716	è	è	1
717	che	che	1
718	solo	solo	1
719	in	in	1
720	bologna	bologna	1
721	anche	anche	1
722	guarda	guarda	1
723	che	che	1
724	settimana	settimana	1
725	di	di	1
726	scorso	scorso	1
727	ho	ho	1
728	visto	visto	1
729	un	un	1
730	intervento	intervento	1
731	da	da	1
732	un	un	1
733	proprio	proprio	1
734	giornalista	giornalista	1
735	della	della	1
736	firenze	firenze	1
737	è	è	1
738	lo	lo	1
739	stesso	stesso	1
740	problema	problema	1
741	lo	lo	1
742	stesso	stesso	1
743	problema	problema	1
744	_	mh	0
745	_	mh	0
746	cioè	cioè	1
747	poi	poi	1
748	bologna	bologna	1
749	non	non	1
750	è	è	1
751	che	che	1
752	è	è	1
753	iniziato	iniziato	1
754	questo	questo	1
755	problema	problema	1
756	da	da	1
757	oggi	oggi	1
758	e	e	1
759	se	se	1
760	tu	tu	1
761	parli	parli	1
762	se	se	1
763	tu	tu	1
764	chiedi	chiedi	1
765	una	una	1
766	persona	persona	1
767	_	da	0
768	anziana	anziana	1
769	che	che	1
770	è	è	1
771	finita	finita	1
772	di	di	1
773	studiare	studiare	1
774	cioè	cioè	1
775	come	come	1
776	stranero	stranero	1
777	come	come	1
778	me	me	1
779	come	come	1
780	stranero	stranero	1
781	significa	significa	1
782	che	che	1
783	sei	sei	1
784	venuto	venuto	1
785	da	da	1
786	_	un'	0
787	un'altra	_	0
788	_	altra	0
789	città	città	1
790	_	mh	0
791	_	mh	0
792	tipo	tipo	1
793	anche	anche	1
794	napoli	napoli	1
795	è	è	1
796	giù	giù	1
797	parliamo	parliamo	1
798	anche	anche	1
799	roma	roma	1
800	guarda	guarda	1
801	che	che	1
802	se	se	1
803	chiedi	chiedi	1
804	che	che	1
805	quanti	quanti	1
806	anni	anni	1
807	_	sei-	0
808	sei	sei	1
809	in	in	1
810	bologna	bologna	1
811	tra	tra	1
812	parentesi	parentesi	1
813	dici	dici	1
814	guarda	guarda	1
815	che	che	1
816	io	io	1
817	_	ho-	0
818	ho	ho	1
819	laureato	laureato	1
820	qui	qui	1
821	_	mh	0
822	_	mh	0
823	_	e	0
824	ti	ti	1
825	raccolta	raccolta	1
826	la	la	1
827	storia	storia	1
828	come	come	1
829	era	era	1
830	prima	prima	1
831	e	e	1
832	trattava	trattava	1
833	_	come	0
834	come	come	1
835	stranero	stranero	1
836	cioè	cioè	1
837	_	non	0
838	_	te-	0
839	non	non	1
840	_	da	0
841	dalla	_	0
842	_	la	0
843	casa	casa	1
844	non	non	1
845	_	c'	0
846	c'è	_	0
847	_	è	0
848	proprio	proprio	1
849	era	era	1
850	il	il	1
851	bologna	bologna	1
852	ha	ha	1
853	questa	questa	1
854	storia	storia	1
855	da	_	0
856	_	dada	0
857	storia	storia	1
858	_	c'	0
859	c'è	_	0
860	_	è	0
861	proprio	proprio	1
862	da	da	1
863	100	_	0
864	_	cento	0
865	anni	anni	1
866	mi	mi	1
867	sembrava	sembrava	1
868	ancora	ancora	1
869	più	più	1
870	_	è	0
871	_	vecchia	0
872	_	sì	0
873	_	sì	0
874	_	sì	0
875	sì	sì	1
876	è	è	1
877	possibile	possibile	1
878	_	sì	0
879	sì	sì	1
880	_	{ride}	0
881	sì	sì	1
882	non	non	1
883	so	so	1
884	se	se	1
885	tu	tu	1
886	hai	hai	1
887	avuto	avuto	1
888	problemi	problemi	1
889	a	a	1
890	trovare	trovare	1
891	casa	casa	1
892	perché	perché	1
893	anche	anche	1
894	lei	lei	1
895	_	all'	0
896	_	inizio	0
897	tutti	tutti	1
898	quanti	quanti	1
899	guarda	guarda	1
900	che	che	1
901	_	un'	0
902	un'utile	_	0
903	_	utile	0
904	faile	faile	1
905	a	a	1
906	questa	questa	1
907	domanda	domanda	1
908	è	è	1
909	tutti	tutti	1
910	quanti	quanti	1
911	tutti	tutti	1
912	quanti	quanti	1
913	_	mh	0
914	_	mh	0
915	e	e	1
916	_	c'	0
917	c'è	_	0
918	_	è	0
919	stato	stato	1
920	qualche	qualche	1
921	che	che	1
922	hanno	hanno	1
923	soldi	soldi	1
924	e	e	1
925	compra	compra	1
926	_	aff-	0
927	_	cioè	0
928	appartamento	appartamento	1
929	per	per	1
930	il	il	1
931	fili	fili	1
932	per	per	1
933	mandare	mandare	1
934	in	in	1
935	bologna	bologna	1
936	per	per	1
937	studiare	studiare	1
938	_	mh	0
939	_	mh	0
940	che	che	1
941	è	è	1
942	_	l'	0
943	l'unico	_	0
944	_	unico	0
945	modo	modo	1
946	è	è	1
947	l'unico	_	0
948	modo	_	0
949	è	_	0
950	_	l'	0
951	l'unico	_	0
952	_	unico	0
953	modo	modo	1
954	sì	sì	1
955	sì	sì	1
956	_	p-	0
957	perché	perché	1
958	dove	dove	1
959	abitavo	abitavo	1
960	io	io	1
961	prima	prima	1
962	_	eh	0
963	non	non	1
964	_	è	0
965	in	in	1
966	specifico	specifico	1
967	però	però	1
968	in	in	1
969	centro	centro	1
970	bologna	bologna	1
971	che	che	1
972	_	ehm	0
973	è	è	1
974	il	il	1
975	morto	morto	1
976	proprietario	proprietario	1
977	poi	poi	1
978	il	il	1
979	fili	fili	1
980	hanno	hanno	1
981	venduto	venduto	1
982	_	il	0
983	_	l'	0
984	l'appartamento	_	0
985	_	appartamento	0
986	da	da	1
987	una	una	1
988	persona	persona	1
989	che	che	1
990	_	mh	0
991	da	da	1
992	salerno	salerno	1
993	_	che	0
994	_	lui	0
995	_	ha	0
996	che	che	1
997	lui	lui	1
998	ha	ha	1
999	comprato	comprato	1
1000	per	per	1
1001	il	_	0
1002	suo	suo	1
1003	fili	fili	1
1004	che	che	1
1005	devono	devono	1
1006	venire	venire	1
1007	e	e	1
1008	studiare	studiare	1
1009	in	in	1
1010	bologna	bologna	1
1011	in	in	1
1012	università	università	1
1013	di	di	1
1014	bologna	bologna	1
1015	allora	allora	1
1016	dopo	dopo	1
1017	quando	quando	1
1018	_	c'	0
1019	c'è	_	0
1020	_	è	0
1021	il	il	1
1022	tempo	tempo	1
1023	cioè	cioè	1
1024	io	io	1
1025	devo	devo	1
1026	lasciare	lasciare	1
1027	casa	casa	1
1028	ho	ho	1
1029	cercato	cercato	1
1030	due	due	1
1031	anni	anni	1
1032	in	in	1
1033	bologna	bologna	1
1034	_	c'	0
1035	c'è	_	0
1036	_	è	0
1037	ancora	ancora	1
1038	e	e	1
1039	sto	sto	1
1040	cercando	cercando	1
1041	altri	altri	1
1042	due	due	1
1043	anni	anni	1
1044	come	come	1
1045	matto	matto	1
1046	che	che	1
1047	non	non	1
1048	lo	lo	1
1049	trovo	trovo	1
1050	appartamento	appartamento	1
1051	in	in	1
1052	bologna	bologna	1
1053	allora	allora	1
1054	ho	ho	1
1055	trasferito	trasferito	1
1056	valsamozio	valsamozio	1
1057	ok	ok	1
1058	beh	beh	1
1059	da	da	1
1060	_	venti-	0
1061	20	_	0
1062	_	venti	0
1063	km	_	0
1064	_	chilometri	0
1065	lo	lo	1
1066	faccio	faccio	1
1067	ogni	ogni	1
1068	giorno	giorno	1
1069	avanti	avanti	1
1070	indietro	indietro	1
1071	se	se	1
1072	vado	vado	1
1073	il	il	1
1074	treno	treno	1
1075	con	con	1
1076	il	il	1
1077	tutto	tutto	1
1078	traffico	traffico	1
1079	ci	ci	1
1080	vuole	vuole	1
1081	_	un'	0
1082	un'ora	_	0
1083	_	ora	0
1084	e	e	1
1085	mezza	mezza	1
1086	ma	_	0
1087	ma	_	0
1088	_	mamma	0
1089	così	così	1
1090	tanto	tanto	1
1091	eh	eh	1
1092	così	così	1
1093	tanto	tanto	1
1094	perché	perché	1
1095	la	la	1
1096	mattina	mattina	1
1097	alle	alle	1
1098	9	_	0
1099	_	nove	0
1100	ci	ci	1
1101	sono	sono	1
1102	bel	bel	1
1103	traffico	traffico	1
1104	dalle	dalle	1
1105	8	_	0
1106	_	otto	0
1107	per	per	1
1108	_	a	0
1109	arrivare	arrivare	1
1110	_	c'	0
1111	_	é	0
1112	_	casino	0
1113	_	sì	0
1114	qui	qui	1
1115	ci	ci	1
1116	vuole	vuole	1
1117	_	un'	0
1118	un'ora	_	0
1119	_	ora	0
1120	proprio	proprio	1
1121	_	sì	0
1122	_	sì	0
1123	quindi	quindi	1
1124	come	come	1
1125	ti	ti	1
1126	sposti	sposti	1
1127	per	per	1
1128	venire	venire	1
1129	comunque	comunque	1
1130	in	in	1
1131	macchina	macchina	1
1132	beh	beh	1
1133	_	eh	0
1134	sì	sì	1
1135	sì	sì	1
1136	alla	alla	1
1137	fine	fine	1
1138	con	con	1
1139	la	la	1
1140	macchina	macchina	1
1141	_	un'	0
1142	_	ora	0
1143	un'ora	_	0
1144	_	un'	0
1145	un'ora	_	0
1146	_	ora	0
1147	e	e	1
1148	mezza	mezza	1
1149	la	la	1
1150	mattina	mattina	1
1151	se	se	1
1152	vengo	vengo	1
1153	il	il	1
1154	treno	treno	1
1155	devo	devo	1
1156	alzare	alzare	1
1157	alle	alle	1
1158	6	_	0
1159	_	sei	0
1160	sei	sei	1
1161	e	e	1
1162	mezza	mezza	1
1163	per	per	1
1164	aprire	aprire	1
1165	il	il	1
1166	negozio	negozio	1
1167	alle	alle	1
1168	9	_	0
1169	_	nove	0
1170	allora	allora	1
1171	poi	poi	1
1172	però	però	1
1173	se	se	1
1174	prendi	prendi	1
1175	la	la	1
1176	macchina	macchina	1
1177	come	come	1
1178	fai	fai	1
1179	qui	qui	1
1180	a	a	1
1181	parcheggiare	parcheggiare	1
1182	in	in	1
1183	centro	centro	1
1184	eh	eh	1
1185	a	a	1
1186	parcheggiare	parcheggiare	1
1187	devi	devi	1
1188	comprare	comprare	1
1189	_	{ride}	0
1190	abbonamenti	abbonamenti	1
1191	così	così	1
1192	che	che	1
1193	in	in	1
1194	giro	giro	1
1195	ti	ti	1
1196	trovi	trovi	1
1197	non	non	1
1198	è	è	1
1199	che	che	1
1200	non	non	1
1201	trovi	trovi	1
1202	trovi	trovi	1
1203	però	però	1
1204	è	è	1
1205	difficile	difficile	1
1206	_	sì	0
1207	_	sì	0
1208	_	sì	0
1209	cioè	cioè	1
1210	quindi	quindi	1
1211	_	c'	0
1212	c'è	_	0
1213	_	è	0
1214	tipo	tipo	1
1215	un	un	1
1216	abbonamento	abbonamento	1
1217	e	e	1
1218	puoi	puoi	1
1219	si	si	1
1220	entrare	entrare	1
1221	in	in	1
1222	centro	centro	1
1223	con	con	1
1224	la	la	1
1225	macchina	macchina	1
1226	si	si	1
1227	apparcheggiare	_	0
1228	_	parcheggiare	0
1229	beh	beh	1
1230	no	no	1
1231	perché	perché	1
1232	abbonamento	abbonamento	1
1233	è	è	1
1234	dato	dato	1
1235	soltanto	soltanto	1
1236	il	il	1
1237	parcheggio	parcheggio	1
1238	_	ok	0
1239	perché	perché	1
1240	come	come	1
1241	io	io	1
1242	ho	ho	1
1243	un	un	1
1244	negozio	negozio	1
1245	vado	vado	1
1246	lo	lo	1
1247	faccio	faccio	1
1248	_	mh	0
1249	_	mh	0
1250	già	già	1
1251	puoi	puoi	1
1252	già	già	1
1253	entrare	entrare	1
1254	_	prattcamente	0
1255	sì	sì	1
1256	entrata	entrata	1
1257	mi	mi	1
1258	danno	danno	1
1259	poi	poi	1
1260	il	il	1
1261	parcheggio	parcheggio	1
1262	no	no	1
1263	il	il	1
1264	parcheggio	parcheggio	1
1265	devo	devo	1
1266	pagare	pagare	1
1267	allora	allora	1
1268	quando	quando	1
1269	vengo	vengo	1
1270	vicino	vicino	1
1271	dove	dove	1
1272	_	l'	0
1273	l'ho	_	0
1274	_	ho	0
1275	vieto	vieto	1
1276	che	che	1
1277	no	no	1
1278	ci	ci	1
1279	sono	sono	1
1280	5-6	_	0
1281	_	cinque-sei	0
1282	minuti	minuti	1
1283	10	_	0
1284	_	dieci	0
1285	minuti	minuti	1
1286	di	di	1
1287	camminata	camminata	1
1288	allora	allora	1
1289	io	io	1
1290	parcheggio	parcheggio	1
1291	subito	subito	1
1292	e	e	1
1293	sì	sì	1
1294	sì	sì	1
1295	sì	sì	1
1296	io	io	1
1297	non	non	1
1298	ho	ho	1
1299	la	la	1
1300	macchina	macchina	1
1301	perché	perché	1
1302	sì	sì	1
1303	ma	ma	1
1304	guarda	guarda	1
1305	che	che	1
1306	in	in	1
1307	centro	centro	1
1308	ha	ha	1
1309	anche	anche	1
1310	un	un	1
1311	altro	altro	1
1312	problema	problema	1
1313	del	del	1
1314	parcheggio	parcheggio	1
1315	che	che	1
1316	non	non	1
1317	si	si	1
1318	trova	trova	1
1319	non	non	1
1320	si	si	1
1321	trova	trova	1
1322	però	però	1
1323	alla	alla	1
1324	fine	fine	1
1325	la	la	1
1326	soluzione	soluzione	1
1327	migliore	migliore	1
1328	è	è	1
1329	venire	venire	1
1330	in	in	1
1331	macchina	macchina	1
1332	comunque	comunque	1
1333	beh	beh	1
1334	sì	sì	1
1335	anche	anche	1
1336	il	il	1
1337	treno	treno	1
1338	anche	anche	1
1339	il	il	1
1340	treno	treno	1
1341	anche	anche	1
1342	il	il	1
1343	treno	treno	1
1344	almeno	almeno	1
1345	_	c'	0
1346	c'è	_	0
1347	_	è	0
1348	diciamo	diciamo	1
1349	sì	sì	1
1350	no	no	1
1351	guarda	guarda	1
1352	che	che	1
1353	il	il	1
1354	transporte	transporte	1
1355	ci	ci	1
1356	sono	sono	1
1357	soltanto	soltanto	1
1358	che	che	1
1359	no	no	1
1360	un	un	1
1361	altro	altro	1
1362	problema	problema	1
1363	è	è	1
1364	iniziato	iniziato	1
1365	dopo	dopo	1
1366	quando	quando	1
1367	ho	ho	1
1368	fatto	fatto	1
