162	non	non	1
163	_	l'	0
164	ho	ho	1
165	ancora	ancora	1
166	incontrato	incontrato	1
167	i	_	0
168	cremonini	cremonini	1
169	_	{ride}	0
170	però	però	1
171	_	in	0
172	anche	_	0
173	_	questi	0
174	tre	tre	1
175	anni	anni	1
176	perché	perché	1
177	io	io	1
178	sono	sono	1
179	_	dal	0
180	_	duemiladiciotto	0
181	da	_	0
182	_	x	0
183	2018	_	0
184	_	sì	0
185	tre	tre	1
186	anni	anni	1
187	che	che	1
188	sono	sono	1
189	lì	lì	1
190	non	non	1
191	ho	ho	1
192	ancora	ancora	1
193	incontrato	_	0
194	i	_	0
195	_	incrociato	0
196	cremonini	cremonini	1
197	_	{ride}	0
198	beh	_	0
199	_	vabbè	0
200	magari	magari	1
201	_	dai	0
202	_	quest'	0
203	_	anno	0
204	da	_	0
205	_	sarà	0
206	quest'anno	_	0
207	_	l'	0
208	saranno	_	0
209	_	anno	0
210	buono	buono	1
211	_	ma	0
212	_	sì	0
213	_	chissà	0
214	_	infatti	0
215	_	infatti	0
216	e	_	0
217	_	eh	0
218	anche	anche	1
219	per	per	1
220	il	il	1
221	fatto	fatto	1
222	che	che	1
223	hanno	hanno	1
224	messo	messo	1
225	le	le	1
226	luci	luci	1
227	con	con	1
228	le	le	1
229	scritte	scritte	1
230	delle	delle	1
231	canzoni	canzoni	1
232	cosa	cosa	1
233	ne	ne	1
234	pensi	pensi	1
235	_	ah	0
236	_	bello	0
237	quello	quello	1
238	mi	mi	1
239	è	è	1
240	piaciuto	piaciuto	1
241	molto	molto	1
242	sì	_	0
243	sì	_	0
244	_	sìsì	0
245	quello	quello	1
246	si	_	0
247	_	ci	0
248	stava	stava	1
249	secondo	secondo	1
250	me	me	1
251	anche	_	0
252	_	perché	0
253	che	_	0
254	_	eh	0
255	la	_	0
256	_	dai	0
257	cremonini	cremonini	1
258	comunque	comunque	1
259	è	è	1
260	il	il	1
261	cantante	cantante	1
262	di	di	1
263	bro	_	0
264	_	bolo-	0
265	a	_	0
266	_	cioè	0
267	parte	_	0
268	_	apparte	0
269	lucio	lucio	1
270	dalla	dalla	1
271	ovviamente	ovviamente	1
272	_	però	0
273	_	bello	0
274	_	sì	0
275	che	che	1
276	poi	poi	1
277	hanno	hanno	1
278	messo	messo	1
279	anche	anche	1
280	le	le	1
281	sue	sue	1
282	il	_	0
283	_	vero	0
284	fatto	_	0
285	_	e	0
286	che	_	0
287	_	infatti	0
288	poi	poi	1
289	_	x	0
290	hanno	hanno	1
291	messo	messo	1
292	anche	anche	1
293	le	le	1
294	sue	sue	1
295	_	sìsì	0
296	_	eh	0
297	però	però	1
298	ci	ci	1
299	sa	_	0
300	_	sta	0
301	il	_	0
302	_	è	0
303	cantante	cantante	1
304	moderno	moderno	1
305	diciamo	diciamo	1
306	più	più	1
307	bolognese	_	0
308	_	mhmh	0
309	anche	anche	1
310	secondo	secondo	1
311	me	me	1
312	_	più	0
313	_	bolognese	0
314	e	e	1
315	invece	invece	1
316	il	il	1
317	tuo	tuo	1
318	posto	posto	1
319	del	del	1
320	cuore	cuore	1
321	di	di	1
322	bologna	bologna	1
323	_	carino	0
324	non	non	1
325	so	so	1
326	anche	anche	1
327	solo	solo	1
328	un	un	1
329	bar	bar	1
330	a	a	1
331	cui	cui	1
332	sei	sei	1
333	particolarmente	particolarmente	1
334	affezionata	affezionata	1
335	_	mh	0
336	_	mh	0
337	_	eh	0
338	forse	forse	1
339	_	mh	0
340	mangiare	mangiare	1
341	un	un	1
342	gelato	gelato	1
343	seduti	seduti	1
344	sul	sul	1
345	gradino	gradino	1
346	di	di	1
347	piazza	piazza	1
348	santo	santo	1
349	stefano	stefano	1
350	_	{ride}	0
351	_	ah	0
352	eh	_	0
353	_	lì	0
354	è	è	1
355	bellissimo	bellissimo	1
356	perché	perché	1
357	_	lì	0
358	piazza	piazza	1
359	santo	santo	1
360	stefano	stefano	1
361	mi	mi	1
362	piace	piace	1
363	molto	molto	1
364	poi	poi	1
365	_	c'	0
366	_	è	0
367	_	di	0
368	c'è	_	0
369	_	fianco	0
370	la	la	1
371	mia	mia	1
372	giardina	_	0
373	_	gelateria	0
374	preferita	preferita	1
375	_	e	0
376	quindi	quindi	1
377	spesso	spesso	1
378	_	d'	0
379	_	estate	0
380	d'estate	_	0
381	_	col	0
382	con	_	0
383	_	mio	0
384	mia	_	0
385	_	ragazzo	0
386	ragazza	_	0
387	_	andiamo	0
388	andiamo	andiamo	1
389	lì	lì	1
390	prendiamo	prendiamo	1
391	un	un	1
392	gelato	gelato	1
393	e	e	1
394	ci	ci	1
395	sediamo	sediamo	1
396	in	in	1
397	piazza	piazza	1
398	santo	santo	1
399	stefano	stefano	1
400	_	quindi	0
401	forse	forse	1
402	quello	quello	1
403	sì	sì	1
404	_	bello	0
405	_	bellissimo	0
406	e	e	1
407	in	in	1
408	generale	generale	1
409	bologna	bologna	1
410	ritieni	ritieni	1
411	che	che	1
412	sia	sia	1
413	una	una	1
414	bella	bella	1
415	città	città	1
416	in	in	1
417	cui	cui	1
418	vivere	vivere	1
419	sì	sì	1
420	sì	_	0
421	_	sìsì	0
422	secondo	secondo	1
423	me	me	1
424	è	è	1
425	una	una	1
426	bella	bella	1
427	città	città	1
428	in	in	1
429	cui	cui	1
430	vivere	vivere	1
431	_	eh	0
432	_	mh	0
433	non	non	1
434	so	so	1
435	se	se	1
436	infatti	_	0
437	anche	_	0
438	_	effettivamente	0
439	ci	ci	1
440	vivrei	vivrei	1
441	forse	forse	1
442	con	con	1
443	una	una	1
444	famiglia	famiglia	1
445	_	eh	0
446	_	la	0
447	_	okay	0
448	quindi	quindi	1
449	_	più	0
450	per	per	1
451	giovani	giovani	1
452	magari	magari	1
453	sì	sì	1
454	_	secondo	0
455	_	me	0
456	è	è	1
457	una	una	1
458	città	città	1
459	più	più	1
460	per	per	1
461	giovani	giovani	1
462	per	per	1
463	studenti	studenti	1
464	perché	perché	1
465	sì	sì	1
466	ci	ci	1
467	sono	sono	1
468	molte	molte	1
469	attività	attività	1
470	_	che	0
471	per	_	0
472	_	puoi	0
473	fare	fare	1
474	poi	poi	1
475	sicuramente	sicuramente	1
476	ci	ci	1
477	sono	sono	1
478	cose	cose	1
479	anche	anche	1
480	_	per	0
481	per	per	1
482	le	le	1
483	famiglie	famiglie	1
484	chiaramente	chiaramente	1
485	però	però	1
486	mi	mi	1
487	sembra	sembra	1
488	un	un	1
489	po'	po'	1
490	più	più	1
491	a	a	1
492	misura	misura	1
493	_	di	0
494	di	di	1
495	giovane	giovane	1
496	_	mhmh	0
497	_	che	0
498	che	che	1
499	famiglia	famiglia	1
500	e	_	0
501	_	eh	0
502	per	_	0
503	_	secondo	0
504	esempio	_	0
505	_	te	0
506	i	i	1
507	suoi	suoi	1
508	punti	punti	1
509	forti	forti	1
510	secondo	secondo	1
511	te	te	1
512	quali	quali	1
513	sono	sono	1
514	ah	ah	1
515	i	i	1
516	punti	punti	1
517	forti	forti	1
518	sicuramente	sicuramente	1
519	_	mh	0
520	la	la	1
521	storia	storia	1
522	cioè	cioè	1
523	_	l'	0
524	_	architettura	0
525	l'architettura	_	0
526	_	il	0
527	il	il	1
528	centro	centro	1
529	storico	storico	1
530	è	è	1
531	proprio	proprio	1
532	pieno	pieno	1
533	di	di	1
534	_	mhmh	0
535	_	{schiarisce_la_voce}	0
536	_	dalle	0
537	planetori	_	0
538	_	torri	0
539	a	a	1
540	san	san	1
541	petronio	petronio	1
542	_	insomma	0
543	è	è	1
544	proprio	proprio	1
545	bella	bella	1
546	a	a	1
547	livello	livello	1
548	secondo	secondo	1
549	me	me	1
550	architettonico	architettonico	1
551	_	e	0
552	storico	storico	1
553	e	_	0
554	_	eh	0
555	poi	poi	1
556	la	la	1
557	vita	vita	1
558	_	c'	0
559	c'è	_	0
560	_	è	0
561	sempre	sempre	1
562	un	un	1
563	sacco	sacco	1
564	di	di	1
565	cose	cose	1
566	da	da	1
567	fare	fare	1
568	se	se	1
569	_	il	0
570	in	_	0
571	_	weekend	0
572	chienesci	_	0
573	_	esci	0
574	è	è	1
575	pieno	pieno	1
576	di	di	1
577	gente	gente	1
578	in	in	1
579	centro	centro	1
580	_	tutti	0
581	più	_	0
582	_	i	0
583	locali	locali	1
584	_	è	0
585	_	vero	0
586	_	eh	0
587	più	_	0
588	_	appunto	0
589	ospiti	_	0
590	_	senti	0
591	che	che	1
592	_	è	0
593	_	viva	0
594	arriva	_	0
595	_	è	0
596	molto	molto	1
597	vissuta	vissuta	1
598	come	come	1
599	città	città	1
600	_	eh	0
601	poi	poi	1
602	c'è	_	0
603	_	vabbè	0
604	un	_	0
605	_	ci	0
606	concerto	_	0
607	_	sono	0
608	il	_	0
609	_	concerti	0
610	stadio	stadio	1
611	cioè	cioè	1
612	ci	ci	1
613	sono	_	0
614	_	son	0
615	tante	tante	1
616	cose	cose	1
617	da	da	1
618	fare	fare	1
619	_	se	0
620	_	se	0
621	_	vuoi	0
622	se	se	1
623	vuoi	vuoi	1
624	viverla	viverla	1
625	quindi	quindi	1
626	secondo	secondo	1
627	me	me	1
628	queste	queste	1
629	sono	sono	1
630	un	un	1
631	po'	po'	1
632	e	_	0
633	_	i	0
634	mezzi	mezzi	1
635	di	di	1
636	trasporto	trasporto	1
637	anche	anche	1
638	_	eh	0
639	_	i	0
640	mezzi	mezzi	1
641	di	di	1
642	trasporto	trasporto	1
643	vi	_	0
644	_	come	0
645	dicevo	dicevo	1
646	se	se	1
647	sei	sei	1
648	in	in	1
649	centro	centro	1
650	_	sto-	0
651	dentro	dentro	1
652	alle	alle	1
653	mura	mura	1
654	_	mh	0
655	vai	vai	1
656	in	in	1
657	bicicletta	bicicletta	1
658	vai	vai	1
659	ai	_	0
660	_	a	0
661	piedi	piedi	1
662	ovunque	ovunque	1
663	bene	_	0
664	o	_	0
665	male	_	0
666	_	menomale	0
667	anche	anche	1
668	_	l'	0
669	l'autobus	_	0
670	_	autobus	0
671	secondo	secondo	1
672	me	me	1
673	funzionano	funzionano	1
674	abbastanza	abbastanza	1
675	bene	bene	1
676	non	non	1
677	mi	mi	1
678	sembrano	sembrano	1
679	_	cioè	0
680	_	mh	0
681	particolarmente	particolarmente	1
682	inefficienti	inefficienti	1
683	_	mhmh	0
684	però	però	1
685	sì	sì	1
686	con	_	0
687	_	l-	0
688	la	la	1
689	macchina	macchina	1
690	_	a	0
691	bologna	bologna	1
692	_	non	0
693	_	è	0
694	_	vivibile	0
695	_	non	0
696	_	è	0
697	_	vivibile	0
698	non	non	1
699	è	è	1
700	vivibile	vivibile	1
701	perché	perché	1
702	_	se	0
703	_	ripeto	0
704	_	de-	0
705	se	se	1
706	sei	sei	1
707	fuori	fuori	1
708	dal	dal	1
709	centro	centro	1
710	magari	magari	1
711	la	la	1
712	usi	usi	1
713	per	per	1
714	andare	andare	1
715	_	mhmh	0
716	_	non	0
717	_	so	0
718	a	_	0
719	_	all'	0
720	rikéa	_	0
721	_	ikea	0
722	o	o	1
723	_	sì	0
724	_	{ride}	0
725	fuori	fuori	1
726	_	{ride}	0
727	se	se	1
728	devi	devi	1
729	venire	venire	1
730	in	in	1
731	centro	centro	1
732	è	è	1
733	proprio	proprio	1
734	scomodo	scomodo	1
735	perché	perché	1
736	_	ripet-	0
737	ripeto	ripeto	1
738	vedo	vedo	1
739	delle	delle	1
740	file	file	1
741	per	per	1
742	entrare	entrare	1
743	nel	nel	1
744	parcheggio	parcheggio	1
745	_	{ride}	0
746	cioè	cioè	1
747	anche	_	0
748	_	quello	0
749	quelli	_	0
750	_	lì	0
751	in	in	1
752	piazza	piazza	1
753	8	_	0
754	_	otto	0
755	agosto	agosto	1
756	_	mhmh	0
757	che	che	1
758	tutte	tutte	1
759	le	le	1
760	settimane	settimane	1
761	è	è	1
762	abbastanza	abbastanza	1
763	_	x	0
764	abbastanza	abbastanza	1
765	lunga	lunga	1
766	quella	quella	1
767	fila	fila	1
768	quindi	quindi	1
769	io	io	1
770	ho	ho	1
771	delle	delle	1
772	amiche	amiche	1
773	che	che	1
774	hanno	hanno	1
775	una	_	0
776	_	la	0
777	macchina	macchina	1
778	_	mhmh	0
779	perché	perché	1
780	vivono	vivono	1
781	fuori	fuori	1
782	però	però	1
783	anche	anche	1
784	loro	loro	1
785	ad	ad	1
786	esempio	esempio	1
787	quando	quando	1
788	devono	devono	1
789	venire	venire	1
790	a	a	1
791	casa	casa	1
792	mia	mia	1
793	_	eh	0
794	_	eh	0
795	_	fanno	0
796	_	più	0
797	_	fatica	0
798	fanno	fanno	1
799	più	più	1
800	fatica	fatica	1
801	_	a	0
802	parcheggiare	parcheggiare	1
803	poi	poi	1
804	_	eh	0
805	dentro	dentro	1
806	alle	alle	1
807	mura	mura	1
808	o	_	0
809	comunque	comunque	1
810	_	eh	0
811	_	mh	0
812	anche	anche	1
813	un	_	0
814	giorno	_	0
815	_	{P}	0
816	entro	_	0
817	_	maggiormente	0
818	fuori	fuori	1
819	alle	alle	1
820	mura	mura	1
821	è	è	1
822	tutto	tutto	1
823	a	a	1
824	pagamento	pagamento	1
825	il	il	1
826	parcheggio	parcheggio	1
827	_	sì	0
828	_	e	0
829	_	costa	0
830	_	anche	0
831	_	abbastanza	0
832	costa	costa	1
833	abbastanza	abbastanza	1
834	_	quindi	0
835	o	o	1
836	vieni	vieni	1
837	dopo	dopo	1
838	le	le	1
839	_	otto	0
840	8	_	0
841	_	viene	0
842	e	_	0
843	_	x	0
844	dopo	dopo	1
845	le	le	1
846	8	_	0
847	_	otto	0
848	puoi	_	0
849	_	per	0
850	entrare	entrare	1
851	nel	_	0
852	_	in	0
853	ztl	ztl	1
854	eccetera	eccetera	1
855	però	però	1
856	vivere	vivere	1
857	con	con	1
858	la	la	1
859	macchina	macchina	1
860	_	a	0
861	bologna	bologna	1
862	è	è	1
863	difficile	difficile	1
864	_	mhmh	0
865	_	sì	0
866	_	sì	0
867	infatti	infatti	1
868	_	insomma	0
869	_	sì	0
870	se	se	1
871	si	si	1
872	vive	vive	1
873	_	a	0
874	bologna	bologna	1
875	_	insomma	0
876	_	eh	0
877	magari	magari	1
878	anche	anche	1
879	con	con	1
880	una	una	1
881	famiglia	famiglia	1
882	poi	poi	1
883	diventa	diventa	1
884	un	un	1
885	po'	po'	1
886	_	troppo	0
887	buono	_	0
888	_	eh	0
889	esatto	esatto	1
890	infatti	infatti	1
891	_	è	0
892	quello	quello	1
893	che	che	1
894	penso	penso	1
895	anche	_	0
896	_	anch'	0
897	io	io	1
898	con	con	1
899	una	una	1
900	famiglia	famiglia	1
901	dopo	dopo	1
902	_	ti	0
903	devi	devi	1
904	si	_	0
905	muovere	muovere	1
906	sempre	sempre	1
907	a	a	1
908	piedi	piedi	1
909	_	devi	0
910	_	sempre	0
911	_	cioè	0
912	_	metti	0
913	_	che	0
914	ti	_	0
915	_	li	0
916	devi	devi	1
917	portare	portare	1
918	ad	_	0
919	_	all'	0
920	asilo	asilo	1
921	devi	devi	1
922	andare	andare	1
923	_	eh	0
924	a	a	1
925	foria	_	0
926	_	forlì	0
927	ad	ad	1
928	esempio	esempio	1
929	con	con	1
930	la	la	1
931	macchina	macchina	1
932	_	vai	0
933	ovunque	ovunque	1
934	_	eh	0
935	in	in	1
936	piazza	piazza	1
937	_	c'	0
938	_	è	0
939	perché	_	0
940	_	il	0
941	tu	_	0
942	_	parcheggio	0
943	dietro	dietro	1
944	la	_	0
945	_	alla	0
946	piazza	piazza	1
947	_	cioè	0
948	_	eh	0
949	_	esatto	0
950	_	infatti	0
951	_	è	0
952	è	è	1
953	totalmente	totalmente	1
954	diverso	diverso	1
955	poi	poi	1
956	dal	dal	1
957	lato	lato	1
958	_	eh	0
959	secondo	secondo	1
960	me	me	1
961	_	mh	0
962	_	ambikentale	0
963	ambientale	_	0
964	_	{ride}	0
965	sicuramente	sicuramente	1
966	è	è	1
967	meglio	meglio	1
968	non	non	1
969	prendere	prendere	1
970	la	la	1
971	macchina	macchina	1
972	_	è	0
973	_	meglio	0
974	_	eh	0
975	_	sì	0
976	_	quindi	0
977	però	però	1
978	anche	_	0
979	_	anch'	0
980	io	io	1
981	sono	_	0
982	_	son	0
983	cresciuta	cresciuta	1
984	a	a	1
985	forlì	forlì	1
986	quindi	quindi	1
987	sono	sono	1
988	stata	_	0
989	abituata	abituata	1
990	a	a	1
991	prendere	_	0
992	_	prender	0
993	la	la	1
994	macchina	macchina	1
995	_	praticamente	0
996	_	sempre	0
997	anche	anche	1
998	io	io	1
999	per	per	1
1000	ogni	ogni	1
1001	cosa	cosa	1
1002	esatto	esatto	1
1003	infatti	infatti	1
1004	_	quando	0
1005	quando	quando	1
1006	torno	torno	1
1007	a	a	1
1008	forlì	forlì	1
1009	è	è	1
1010	strano	strano	1
1011	perché	perché	1
1012	sono	sono	1
1013	talmente	talmente	1
1014	abituata	abituata	1
1015	a	a	1
1016	prendere	prendere	1
1017	la	la	1
1018	macchina	macchina	1
1019	che	che	1
1020	_	la	0
1021	_	s-	0
1022	la	la	1
1023	distanza	distanza	1
1024	che	che	1
1025	a	a	1
1026	bologna	bologna	1
1027	fare	_	0
1028	_	farei	0
1029	tranquillamente	tranquillamente	1
1030	a	a	1
1031	piedi	piedi	1
1032	a	a	1
1033	forlì	forlì	1
1034	mi	mi	1
1035	viene	viene	1
1036	da	da	1
1037	fare	fare	1
1038	per	_	0
1039	_	con	0
1040	la	la	1
1041	macchina	macchina	1
1042	_	mhmh	0
1043	perché	perché	1
1044	dico	dico	1
1045	vabbè	vabbè	1
1046	devo	devo	1
1047	andare	andare	1
1048	là	là	1
1049	c'è	_	0
1050	cosa	cosa	1
1051	va	_	0
1052	_	vado	0
1053	da	_	0
1054	_	a	0
1055	piedi	piedi	1
1056	_	nono	0
1057	_	è	0
1058	_	vero	0
1059	_	è	0
1060	_	vero	0
1061	perché	perché	1
1062	ho	ho	1
1063	sempre	sempre	1
1064	preso	preso	1
1065	la	la	1
1066	macchina	macchina	1
1067	_	eh	0
1068	invece	invece	1
1069	a	a	1
1070	bologna	bologna	1
1071	_	dico	0
1072	vabbè	vabbè	1
1073	ma	ma	1
1074	sono	sono	1
1075	solo	solo	1
1076	di	_	0
1077	_	dieci	0
1078	15	_	0
1079	_	quindici	0
1080	minuti	minuti	1
1081	a	a	1
1082	piedi	piedi	1
1083	_	{ride}	0
1084	_	sìsì	0
1085	_	sìsì	0
1086	perché	_	0
1087	_	che	0
1088	se	se	1
1089	ci	ci	1
1090	pensi	pensi	1
1091	da	da	1
1092	un	un	1
1093	fattore	fattore	1
1094	ambientale	ambientale	1
1095	è	è	1
1096	proprio	proprio	1
1097	_	mh	0
1098	_	sì	0
1099	_	una	0
1100	_	m-	0
1101	infatti	infatti	1
1102	un	un	1
1103	po'	po'	1
1104	vorrei	vorrei	1
1105	poi	poi	1
1106	dopo	dopo	1
1107	non	non	1
1108	l'ho	_	0
1109	_	lo	0
1110	fatto	_	0
1111	_	faccio	0
1112	però	però	1
1113	quando	quando	1
1114	torno	torno	1
1115	a	a	1
1116	forlì	forlì	1
1117	vorrei	vorrei	1
1118	un	un	1
1119	po'	po'	1
1120	portarmi	portarmi	1
1121	dietro	dietro	1
1122	questa	_	0
1123	_	questo	0
1124	questa	_	0
1125	_	questo	0
1126	cosa	cosa	1
1127	questa	questa	1
1128	camminata	camminata	1
1129	che	che	1
1130	mi	mi	1
1131	è	è	1
1132	_	queste	0
1133	_	cose	0
1134	vabbè	_	0
1135	_	beh	0
1136	dai	dai	1
1137	_	è	0
1138	_	anche	0
1139	una	una	1
1140	bella	bella	1
1141	cosa	cosa	1
1142	anche	_	0
1143	che	che	1
1144	ti	ti	1
1145	ha	ha	1
1146	lasciato	lasciato	1
1147	_	comunque	0
1148	sì	sì	1
1149	no	no	1
1150	_	quello	0
1151	quello	quello	1
1152	sì	sì	1
1153	sicuramente	sicuramente	1
1154	perché	perché	1
1155	_	mh	0
1156	cioè	cioè	1
1157	ti	ti	1
1158	rendi	rendi	1
1159	conto	conto	1
1160	che	che	1
1161	alla	alla	1
1162	fine	fine	1
1163	se	se	1
1164	ci	ci	1
1165	pensi	pensi	1
1166	_	per	0
1167	ora	ora	1
1168	che	che	1
1169	vai	vai	1
1170	prendi	prendi	1
1171	la	la	1
1172	macchina	macchina	1
1173	_	pre-	0
1174	togli	_	0
1175	_	trovi	0
1176	il	il	1
1177	parcheggio	parcheggio	1
1178	alla	alla	1
1179	fine	fine	1
1180	non	non	1
1181	è	è	1
1182	che	che	1
1183	guadagni	guadagni	1
1184	chissà	chissà	1
1185	quanto	quanto	1
1186	tempo	tempo	1
1187	_	è	0
1188	proprio	proprio	1
1189	però	_	0
1190	_	x	0
1191	è	_	0
1192	_	la	0
1193	fatica	_	0
1194	_	sfatica	0
1195	di	di	1
1196	_	eh	0
1197	_	anche	0
1198	_	secondo	0
1199	_	me	0
1200	_	è	0
1201	_	vero	0
1202	di	_	0
1203	_	dire	0
1204	levare	_	0
1205	_	vado	0
1206	da	_	0
1207	_	a	0
1208	piedi	piedi	1
1209	però	però	1
1210	sì	sì	1
1211	_	no	0
1212	secondo	secondo	1
1213	me	me	1
1214	_	è	0
1215	quello	quello	1
1216	è	è	1
1217	anche	anche	1
1218	_	il	0
1219	bello	bello	1
1220	di	di	1
1221	bologna	bologna	1
1222	che	che	1
1223	cioè	cioè	1
1224	cammini	cammini	1
1225	cammini	cammini	1
1226	_	tutto	0
1227	_	il	0
1228	_	te-	0
1229	sembra	sembra	1
1230	tutto	tutto	1
1231	vicino	vicino	1
1232	_	sìsìsì	0
1233	sembra	sembra	1
1234	tutto	tutto	1
1235	vicino	vicino	1
1236	e	e	1
1237	ti	ti	1
1238	abitui	abitui	1
1239	a	a	1
1240	camminare	camminare	1
1241	_	un	0
1242	poi	_	0
1243	_	po'	0
1244	la	la	1
1245	_	f-la:	0
1246	cultura	cultura	1
1247	della	della	1
1248	camminata	camminata	1
1249	bolognese	bolognese	1
1250	_	{ride}	0
1251	_	mhmh	0
1252	è	è	1
1253	vero	vero	1
1254	infatti	infatti	1
1255	poi	poi	1
1256	_	c'	0
1257	c'è	_	0
1258	_	è	0
1259	anche	anche	1
1260	tutto	tutto	1
1261	il	il	1
1262	percorsi	_	0
1263	_	percorso	0
1264	di	di	1
1265	andare	andare	1
1266	su	su	1
1267	_	eh	0
1268	infatti	infatti	1
1269	sì	_	0
1270	sì	_	0
1271	sì	_	0
1272	_	sìsìsì	0
1273	e	_	0
1274	_	eh	0
1275	invece	invece	1
1276	gli	gli	1
1277	aspetti	aspetti	1
1278	più	più	1
1279	negativi	negativi	1
1280	che	che	1
1281	proprio	proprio	1
1282	vorresti	vorresti	1
1283	cambiare	cambiare	1
1284	della	della	1
1285	città	città	1
1286	allora	allora	1
1287	_	eh	0
1288	un	un	1
1289	po'	po'	1
1290	ne	ne	1
1291	abbiamo	_	0
1292	_	abbiam	0
1293	parlato	parlato	1
1294	già	già	1
1295	_	eh	0
1296	_	l-	0
1297	la	la	1
1298	questione	questione	1
1299	_	mh	0
1300	immobiliare	immobiliare	1
1301	a	a	1
1302	bologna	bologna	1
1303	è	è	1
1304	molto	molto	1
1305	difficile	difficile	1
1306	_	mhmh	0
1307	_	sì	0
1308	sia	sia	1
1309	per	per	1
1310	gli	gli	1
1311	affitti	affitti	1
1312	che	che	1
1313	per	per	1
1314	le	le	1
1315	vendite	vendite	1
1316	_	è	0
1317	proprio	proprio	1
1318	infatti	infatti	1
1319	_	devo-	0
1320	_	mh	0
1321	devono	devono	1
1322	fare	fare	1
1323	qualcosa	qualcosa	1
1324	perché	perché	1
1325	_	non	0
1326	non	non	1
1327	è	è	1
1328	possibile	possibile	1
1329	continuare	continuare	1
1330	così	così	1
1331	io	io	1
1332	vedo	vedo	1
1333	anche	anche	1
1334	i	i	1
1335	miei	miei	1
1336	studenti	studenti	1
1337	perché	perché	1
1338	io	io	1
1339	seguo	seguo	1
1340	gli	_	0
1341	_	glio	0
1342	studenti	studenti	1
1343	internazionali	internazionali	1
1344	_	mhmh	0
1345	che	che	1
1346	vengono	vengono	1
1347	a	a	1
1348	bologna	bologna	1
1349	a	a	1
1350	studiare	studiare	1
1351	tutto	tutto	1
1352	il	il	1
1353	corso	corso	1
1354	non	non	1
1355	solo	solo	1
1356	a	a	1
1357	fare	fare	1
1358	_	l'	0
1359	_	erasmus	0
1360	l'erasmus	_	0
1361	_	eh	0
1362	e	e	1
1363	loro	loro	1
1364	fanno	fanno	1
1365	davvero	davvero	1
1366	fatica	fatica	1
1367	_	cioè	0
1368	_	a	0
1369	_	trovare	0
1370	noi	noi	1
1371	alcuni	alcuni	1
1372	_	eh	0
