whisper;human;match;error
pancake;pancake;1;
_;che;0;MISS
_;io;0;MISS
mangi;mangio;0;err_persona
il;il;1;
gelato;gelato;1;
_;che;0;MISS
_;ne;0;MISS
_;dici;0;MISS
_;te;0;MISS
_;lo;0;MISS
_;tiro;0;MISS
_;in;0;MISS
venedì;_;0;ADD
_;faccia;0;MISS
non;_;0;ADD
_;sto;0;MISS
è;_;0;ADD
_;pancake;0;MISS
vero;_;0;ADD
_;stronzo;0;MISS
poi;poi;1;
è;è;1;
rimasto;rimasto;1;
poi;poi;1;
abbiamo;abbiamo;1;
mangiato;mangiato;1;
_;io;0;MISS
_;a;0;MISS
_;pranzo;0;MISS
_;ho;0;MISS
_;esagerato;0;MISS
_;x;0;unintelligible
l'armonia;_;0;ADD
_;nonna;0;MISS
4;_;1;
_;quattro;1;
gelate;gelati;0;approssimazione - dialetto
si;s';0;elisione
sono;_;0;ADD
_;ha;0;MISS
mangiate;mangiato;0;err_genere
su;_;0;ADD
questo;sto;0;approssimazione - dialetto
_;porc;0;MISS
4;_;1;
_;quattro;1;
gelate;gelati;0;approssimazione - dialetto
non;non;1;
è;è;1;
vero;ve-;0;interrupted
poi;_;0;ADD
_;x;0;unintelligible
abbiamo;abbiamo;1;
fatto;_;0;ADD
_;mangiato;0;MISS
la;la;1;
stessa;stessa;1;
quantità;quantità;1;
di;di;1;
gelato;gelato;1;
tu;tu;1;
ne;ne;1;
hai;hai;1;
mangiati;mangiati;1;
di;di;1;
più;più;1;
no;no;1;
roberto;roberto;1;
hai;hai;1;
mangiato;mangiato;1;
il;il;1;
pan;pan;1;
di;di;1;
stelle;stelle;1;
hai;hai;1;
mangiato;mangiato;1;
quello;quello;1;
al;al;1;
caramello;caramello;1;
_;e;0;MISS
ne;ne;1;
hai;hai;1;
mangiato;mangiato;1;
un;un;1;
altro;altro;1;
no;no;1;
non;non;1;
_;l';1;
l'ho;_;1;
_;ho;1;
mangiato;mangiato;1;
un;un;1;
altro;altro;1;
_;ho;0;MISS
_;man-;0;interrupted
perché;perché;1;
non;noi;0;approssimazione
abbiamo;abbiamo;1;
mangiato;comprato;0;approssimazione
quelli;quelli;1;
pan;pan;1;
di;di;1;
stelle;stelle;1;
_;va;0;MISS
_;be';0;MISS
_;sei;0;MISS
_;un;0;MISS
_;maiale;0;MISS
_;hai;0;MISS
_;mangiato;0;MISS
che;che;1;
erano;erano;1;
buoni;buoni;1;
si;si;1;
pura;pure;0;err_categoria
tu;tu;1;
sei;sei;1;
un;un;1;
maiale;maiale;1;
però;però;1;
hai;hai;1;
mangiato;mangiato;1;
un;_;0;ADD
_;pure;0;MISS
po';_;0;ADD
_;le;0;MISS
di;_;0;ADD
salsiccio;salsicce;0;err_genere
_;e;0;MISS
un;un;1;
sacco;sacco;1;
di;di;1;
friamenti;friarielli;0;parola sconosciuta
_;ti;0;MISS
_;sto;0;MISS
_;dicendo;0;MISS
_;perché;0;MISS - ripetizione
perché;perché;1;
praticamente;praticamente;1;
non;noi;0;approssimazione
abbiamo;abbiamo;1;
comprato;comprato;1;
questi;questi;1;
gelati;gelati;1;
pan;pan;1;
di;di;1;
stelle;stelle;1;
che;che;1;
erano;erano;1;
quelli;quelli;1;
da;_;0;ADD
_;là;0;MISS
tipo;tipo;1;
a;a;1;
biscotto;biscotto;1;
che;che;1;
ce;ce;1;
ne;ne;1;
erano;erano;1;
due;due;1;
in;in;1;
una;una;1;
_;bustina;0;MISS
io;io;1;
ho;ho;1;
detto;detto;1;
voglio;voglio;1;
questo;questo;1;
però;però;1;
voglio;voglio;1;
anche;anche;1;
quello;quello;1;
al;al;1;
caramello;caramello;1;
quindi;quindi;1;
ho;ho;1;
mangiato;mangiato;1;
uno;uno;1;
di;di;1;
quelli;quelli;1;
io;io;1;
ho;ho;1;
dato;dato;1;
_;l';1;
l'altro;_;1;
_;altro;1;
a;a;1;
lui;lui;1;
e;_;0;ADD
_;io;0;MISS
ho;ho;1;
mangiato;mangiato;1;
quello;quello;1;
al;al;1;
caramello;caramello;1;
la;la;1;
stessa;stessa;1;
quantità;quantità;1;
che;che;1;
ha;ha;1;
mangiato;mangiato;1;
lui;lui;1;
uguale;uguale;1;
identico;identico;1;
quindi;quindi;1;
la;la;1;
cosa;cosa;1;
che;che;1;
adesso;adesso;1;
io;io;1;
sono;sono;1;
il;il;1;
porco;porco;1;
e;e;1;
tu;tu;1;
no;no;1;
lasciamo;lasciamo;1;
stare;stare;1;
in;in;1;
generale;generale;1;
per;per;1;
una;una;1;
giornata;giornata;1;
_;c';1;
c'è;_;1;
_;è;1;
stata;stato;0;err_genere
tanto;tanto;1;
cibo;cibo;1;
un;un;1;
po';po';1;
chiatto;chiatto;1;
ma;ma;1;
è;è;1;
domenica;domenica;1;
è;è;1;
festa;festa;1;
lo;lo;1;
sanno;sanno;1;
tutti;tutti;1;
_;eh;0;MISS
_;lo;0;MISS
_;so;0;MISS
_;però;0;MISS
_;mh;0;MISS
chiediamolo;chiediamolo;1;
al;al;1;
diabetto;diabete;0;parola sconosciuta
di;di;1;
terzo;terzo;1;
tipo;tipo;1;
che;che;1;
aveva;avremo;0;err_flessione
_;tra;0;MISS
_;un;0;MISS
_;paio;0;MISS
_;di;0;MISS
_;anni;0;MISS
montrato;_;0;ADD
_;tra;0;MISS
un;un;1;
paio;paio;1;
di;di;1;
_;anni;0;MISS - ripetizione
_;{ride};0;nonverbal
agli;_;0;ADD
_;sì;0;MISS
perché;perché;1;
tutti;tutti;1;
i;i;1;
giorni;giorni;1;
mangio;mangio;1;
così;così;1;
ovviamente;ovviamente;1;
nervosamente;nervosamente;1;
mi;mi;1;
fa;fa;1;
venire;venire;1;
vabbè;_;0;ADD
ti;_;0;ADD
hai;avete;0;err_flessione
mangiato;mangiato;1;
_;l';1;
l'insalata;_;1;
_;insalata;1;
ieri;ieri;1;
_;eh;0;MISS
ieri;ieri;1;
ho;ho;1;
mangiato;mangiato;1;
_;l';1;
l'insalatina;_;1;
_;insalatina;1;
doveva;_;0;ADD
_;no;0;MISS
non;non;1;
mi;mi;1;
guardare;guardare;1;
così;così;1;
che;che;1;
ho;ho;1;
detto;detto;1;
_;vuoi;0;MISS
_;sapere;0;MISS
_;che;0;MISS
devo;_;0;ADD
_;c';0;MISS
mettere;_;0;ADD
_;era;0;MISS
voglio;_;0;ADD
_;nell';0;MISS
dentro;_;0;ADD
_;insalatina;0;MISS
ci;c';0;elisione
erano;erano;1;
i;i;1;
cubetti;cubetti;1;
_;di;0;MISS
_;formaggio;0;MISS
_;e;0;MISS
_;di;0;MISS
_;salame;0;MISS
di;di;1;
provolone;provolone;1;
_;me;0;MISS
_;l';0;MISS
_;ha;0;MISS
_;detto;0;MISS
il;i;0;err_numero
cubetti;cubetti;1;
di;di;1;
_;sa-;0;interrupted
_;e;0;MISS
_;ti;0;MISS
sembra;sembra;1;
_;un';1;
un'insalatina;_;1;
_;insalatina;1;
questa;questa;1;
_;va;0;MISS
_;be';0;MISS
è;_;0;ADD
vero;però;0;approssimazione
_;x;0;unintelligible
non;non;1;
è;è;1;
che;che;1;
è;_;0;ADD
_;ha;0;MISS
assaggerato;esaggerato;0;parola sconosciuta
sono;sono;1;
degli;degli;1;
affettati;affettati;1;
con;con;1;
l';l';1;
insalato;insalata;0;err_genere
_;cioè;0;MISS
un;un;1;
pranzo;pranzo;1;
non;_;0;ADD
è;_;0;ADD
_;secondo;0;MISS
che;_;0;ADD
_;me;0;MISS
non;non;1;
troppo;troppo;1;
_;allora;0;MISS
_;miri;0;MISS
_;te;0;MISS
_;lo;0;MISS
_;giuro;0;MISS
_;ti;0;MISS - ripetizione
ti;ti;1;
fidi;fidi;1;
di;di;1;
me;me;1;
quando;quando;1;
ti;ti;1;
dico;dico;1;
una;una;1;
cosa;cosa;1;
_;cioè;0;MISS
_;non;0;MISS
_;dico;0;MISS
non;non;1;
ti;ti;1;
ho;ho;1;
mai;mai;1;
detto;detto;1;
una;una;1;
bugia;bugia;1;
_;in;0;MISS
_;vita;0;MISS
_;mia;0;MISS
_;a;0;MISS
_;te;0;MISS
_;allora;0;MISS
ho;ho;1;
messo;messo;1;
mezza;mezza;1;
cosa;cosa;1;
di;di;1;
iceberg;iceberg;1;
poi;poi;1;
ci;ci;1;
ho;ho;1;
messo;messo;1;
quattro;quattro;1;
fette;fette;1;
_;contate;0;MISS
di;di;1;
salame;salame;1;
tagliate;tagliate;1;
a;a;1;
cubetti;cubetti;1;
mezzo;mezzo;1;
pezzo;pezzo;1;
_;di;0;MISS
_;auricchio;0;MISS
_;cioè;0;MISS
di;di;1;
provolone;provolone;1;
tagliato;tagliato;1;
a;a;1;
cubetti;cubetti;1;
e;e;1;
due;due;1;
fettine;fettine;1;
di;di;1;
pane;pane;1;
tagliate;tagliate;1;
a;a;1;
cubetti;cubetti;1;
salta;saltate;0;err_flessione
dei;_;0;ADD
_;in;0;MISS
padella;padella;1;
che;che;1;
_;l';1;
l'ho;_;1;
_;ho;1;
fatto;fatto;1;
tipo;tipo;1;
crostino;crostino;1;
_;mh;0;MISS
basta;basta;1;
_;x;0;unintelligible
ah;ah;1;
è;è;1;
una;una;1;
carota;carota;1;
_;x;0;unintelligible
che;che;1;
_;l';1;
l'ho;_;1;
_;ho;1;
tagliata;tagliata;1;
piccolina;piccolina;1;
piccolina;piccolina;1;
no;no;1;
secondo;secondo;1;
me;me;1;
la;la;1;
carota;carota;1;
non;non;1;
ci;ci;1;
stava;stava;1;
bene;bene;1;
invece;invece;1;
stava;stava;1;
bene;bene;1;
_;sì;0;MISS
no;no;1;
comunque;comunque;1;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
